label,Mean,Std Deviation,Skewness,Kurtosis,Spectral Bandwidth,Spectral Flatness,Spectral Rolloff,Spectral Contrast,Zero Crossing Rate,Peak Amplitude,Spectral Centroid,STFT_Mean_1,STFT_Mean_2,STFT_Mean_3,STFT_Mean_4,STFT_Mean_5,STFT_Std_1,STFT_Std_2,STFT_Std_3,STFT_Std_4,STFT_Std_5,MFCC_Mean_1,MFCC_Mean_2,MFCC_Mean_3,MFCC_Mean_4,MFCC_Mean_5,MFCC_Std_1,MFCC_Std_2,MFCC_Std_3,MFCC_Std_4,MFCC_Std_5
classical,-2.2007806,43.727753,-0.764523651,7.24056199,2274.325029,0.039003536,4467.456319,17.72954685,0.109446428,42.507427,2224.89384,1.805002,1.0483444,0.86092055,0.8735211,1.1672434,3.9238153,6.298953,6.1028943,9.653361,11.664804,9.0555725,9.720699,13.952182,11.667843,6.82311,5.6191015,7.520389,8.901234,12.929209,10.38658
classical,-21.307402,132.13123,-2.635640526,7.193187026,1595.72426,0.001450421,2360.475389,19.44797293,0.049487097,3.3641045,1170.256219,0.36282283,0.30855355,0.29572046,0.22046225,0.25752485,0.21817054,0.25053844,0.5993138,1.0130143,1.0826306,0.9760306,0.77862245,0.53507626,0.55429846,0.71831983,0.5601881,0.30079615,0.43342254,0.46634337,0.35672435
classical,-3.0384052,87.485756,-3.397398637,14.88624505,2079.667989,0.008246047,3220.830524,16.86167916,0.060105079,29.588371,1527.645526,1.9651918,1.1611847,1.0829861,1.7170155,3.460631,10.579005,15.77821,13.581742,9.843438,6.1968102,6.958395,11.374078,13.313221,11.515281,9.447033,7.7068295,6.641135,6.4288273,8.554254,6.9915986
classical,-9.447219,64.46422,-2.897485806,13.28464437,2435.894942,0.027107269,4993.363284,18.18548029,0.1269316,19.264223,2411.524466,0.28712574,0.22700378,0.78214425,1.4291531,1.6648822,3.9043558,4.454848,3.964651,8.257012,7.546386,8.452541,11.143864,8.730647,7.9274173,4.139023,4.617381,4.8175673,3.7587807,3.707559,4.3885503
classical,0.73957783,60.047558,-0.135625722,5.944823633,1556.028034,0.002808371,2740.211136,20.42898492,0.087670171,50.72985,1462.383564,1.6908714,1.300463,1.7270842,2.2096643,4.698449,7.096491,7.9182954,10.285762,12.622392,21.882078,16.96624,7.7907953,9.402,16.084646,18.74081,10.020171,6.2791343,7.686198,13.0765705,11.357639
classical,0.8194971,55.192974,-0.443541231,6.76105803,1602.739219,0.006341872,2820.988903,21.67464855,0.115074959,60.53011,1702.247899,6.306526,3.252074,1.3274231,1.560631,5.121635,15.649554,19.121191,13.316076,10.4573765,13.360035,15.241999,10.539146,5.760973,3.1922364,3.730727,5.6405234,7.3413057,6.356179,7.4451833,9.163768
classical,-29.310106,139.16478,-2.679718086,7.209339756,1388.950833,0.000702477,1764.63184,22.23874274,0.059338445,6.878123,1079.788869,0.3000642,0.2016016,0.14916353,0.1244738,0.107547864,0.06595187,0.090143606,0.19071206,0.4278987,0.45275798,0.3098335,0.23586494,0.09988722,0.09729088,0.18641123,0.31129587,0.32890034,0.44235903,0.36961126,0.17429706
classical,1.7125125,48.609604,0.390455843,5.517856828,1708.712958,0.005339698,3078.325907,21.07702171,0.096722261,72.64193,1681.272387,1.9262273,1.5137273,1.553506,1.6859653,2.3132877,5.1149282,14.963953,16.527964,22.645956,41.570133,25.301208,5.1168914,7.1666327,10.176149,9.109618,4.1263947,3.8384538,9.431586,18.155342,13.823359
classical,-21.42429,108.89722,-2.815296618,8.598536825,1930.484966,0.009638104,3236.583651,20.5202713,0.095229571,6.621403,1751.580959,0.46023676,0.6467131,0.5573463,0.35032296,0.27201208,0.17567593,0.22073622,0.2869818,0.56094074,0.7182119,0.81448954,1.1604056,1.5009286,0.93634564,0.4485908,0.45402607,0.823929,1.1553785,1.3202467,1.1888709
classical,-14.372752,107.30979,-2.108519567,5.703388425,1480.510423,0.000529996,1821.312627,23.95466112,0.081843943,12.2931,1137.8828,1.2248688,0.6130202,0.009859803,0.026812537,0.11433014,0.8389453,1.8780384,1.8100531,2.6854062,4.6804895,2.7529297,0.6431041,0.6318293,1.3050181,1.3857642,1.017337,0.7465395,0.95491236,2.000038,1.3960797
classical,-9.265296,71.22553,-1.381846697,6.405450556,1651.384905,0.003567812,2841.008884,21.80936246,0.09326625,24.442177,1551.36086,1.2716557,0.63667285,0.010975159,0.021977162,0.09370957,0.6736052,1.4653999,2.4235353,3.9368641,5.0893536,5.018969,3.4686394,2.733684,2.8826106,3.4565527,5.3220434,6.6316338,4.601052,3.2713132,3.2448688
classical,-8.569688,60.70516,-1.053359657,5.852794011,1898.224064,0.009387199,3366.640534,20.99206587,0.104019767,22.86844,1803.8002,1.6132278,0.80711275,0.010389484,0.021891342,0.102943696,0.9243363,1.9938544,2.433685,3.3145068,4.7354856,5.0854645,3.5761719,2.4800246,2.1618652,2.6194923,3.5247283,3.6877704,2.9186697,2.6972878,3.2314906
classical,-11.189606,90.43088,-2.035169817,7.050557947,1591.463145,0.003232696,2474.902797,22.70972026,0.076104656,18.559303,1322.734427,1.1861461,0.59433025,0.01012441,0.02796701,0.1469212,0.84993464,2.2338471,3.1531093,2.5803368,2.859066,3.2345502,3.8452454,6.2404356,4.76907,3.1714833,4.8893485,4.5615544,2.5418365,4.466603,4.9588695
classical,-13.154444,100.74318,-2.866305566,10.870817,1813.307012,0.010109031,2809.808222,20.6934744,0.074029178,13.547612,1474.741479,1.163644,0.5831001,0.013870017,0.029611465,0.1438691,1.013133,1.5912601,2.1257958,5.186022,4.3956776,2.7395623,4.3829737,3.4794657,1.7155461,1.9309639,2.4739559,3.9527228,4.314836,2.6382678,2.3562305
classical,-19.412107,138.97409,-2.354546326,5.913766172,1358.845323,0.000217291,749.7401687,19.78671016,0.036044824,10.260533,690.5300405,1.8347692,0.9471039,0.34324306,0.15929551,0.23909059,0.32057804,0.33209965,0.50484085,0.9380649,1.0708563,1.0073831,1.2906352,1.1654693,1.06664,0.98883224,0.8491834,1.9525132,2.074128,1.3016936,0.9641979
classical,-22.99954,144.84773,-2.729213602,7.108255994,1945.015064,0.001125892,1875.678552,19.70459962,0.042287875,6.22921,1118.450246,1.1460589,0.61741513,0.3373441,0.17316641,0.2240817,0.29270694,0.3354107,0.42715755,0.36226666,0.8575502,1.1226729,0.5331852,0.35016373,0.31153873,0.33315584,0.28619143,0.15163547,0.14008893,0.31443062,1.2379729
classical,-21.376896,127.30601,-2.299608882,6.257179634,1326.064871,0.000253493,1014.083969,19.78709803,0.047507915,13.658382,829.0091478,1.8455,0.983565,0.5497243,0.2560373,0.3054209,0.38277698,0.35907993,0.42825222,0.3761059,0.31851038,0.26666114,0.36274514,0.5747053,0.702044,0.50134355,0.2909074,0.3447407,0.6394674,0.90254015,0.7431714
classical,-20.751986,129.38774,-2.29806164,6.175654596,1296.707146,0.000241384,1008.455026,20.74326149,0.045021948,16.37749,795.5192462,1.9957985,1.0488851,0.49269065,0.22235863,0.2502919,0.30788624,0.31938997,0.41715598,0.36458033,0.303166,0.39098698,0.7224292,1.1327857,1.1540272,0.8251211,0.7307952,1.0822767,1.3007083,2.1351192,2.1531208
classical,-19.635048,125.304756,-2.665759927,7.941201721,1701.520038,0.002883405,1992.770549,19.39043291,0.046357263,14.254511,1117.675441,1.3252573,0.7652637,0.5732769,0.25872168,0.2737278,0.35239956,0.4870893,0.7440218,0.86537194,1.1085949,0.9088057,0.59234834,1.0056698,1.1755992,0.9754176,1.0570905,1.5801629,1.3043973,2.0160158,2.0911467
classical,-12.472016,77.032005,-1.7955445,6.160065397,1616.17629,0.002209174,2813.42207,22.16700308,0.095172549,22.945377,1559.920075,0.558359,1.6245722,1.9031398,0.9534878,0.84717536,0.8642295,0.65480983,1.6281476,2.7573218,2.08907,1.2304562,0.9473355,0.7709887,0.5248013,1.013573,3.441106,4.9504194,2.811445,1.1562246,1.1826923
classical,-14.565808,97.56241,-2.219524584,5.876767934,1523.356188,0.001001609,2443.743769,22.74583123,0.079253372,12.290478,1349.562247,0.7183813,1.7668082,2.0751226,1.02614,0.87883514,1.2422445,1.6641796,1.754424,1.6353059,1.1481824,0.68735963,0.75383025,0.9056836,0.67566836,0.5690826,1.1010162,1.9572924,1.5298067,0.83384156,0.65081835
classical,-14.4878,99.30648,-2.522413567,8.139572303,1615.670069,0.001814208,2522.16593,21.28873375,0.070837789,13.6949625,1355.763313,0.5266618,1.2304213,1.4581295,0.7390791,0.6250273,0.7406157,1.2741165,1.8363311,1.4891838,1.4000968,1.501269,1.074617,0.81175494,0.74744755,1.0050924,1.5037047,1.6188023,1.088381,0.64729875,1.2035897
classical,-11.843244,86.54095,-2.097383011,6.939555168,1574.415538,0.001610808,2616.092662,21.0787762,0.07586297,23.86518,1397.389288,0.6751057,1.5222085,1.8175575,1.001359,0.7458594,0.8636512,1.4363996,1.9937494,1.6172681,1.1223445,1.186634,1.4319811,1.2215927,0.8708656,1.2341529,2.2644963,2.4590337,1.6607736,1.1338363,1.3017598
classical,-13.58536,109.95617,-2.597634856,7.68577151,1660.391744,0.001741806,2477.151043,20.99366418,0.063742417,8.862905,1285.370259,0.7857259,1.8180964,2.2525306,1.2116976,0.7907693,1.1008446,2.110429,2.6092675,1.9219409,1.2590039,1.0149931,1.1520554,0.8878319,0.74194664,0.92712694,1.1295304,2.013272,1.7170737,0.73249334,0.77856547
classical,-14.217036,97.8016,-2.058014856,6.490590537,1338.321479,0.001083213,2105.465974,21.51256874,0.070939751,19.08339,1211.870725,0.68516105,1.4772291,1.7399968,0.8937639,0.66662043,0.8424473,1.3152018,1.575716,1.5301794,1.3435405,1.1249204,1.3331779,1.3921949,0.808683,0.5021813,1.1505831,2.0647092,1.4904397,0.74202645,0.7534312
classical,-13.425855,92.86457,-2.18752298,7.126898237,1572.575901,0.002320986,2568.921125,20.44045653,0.072137985,14.769562,1360.163648,0.6080364,1.3966693,1.6391032,0.90139127,0.72052103,0.7449599,0.9825143,1.9627306,3.3319576,3.119362,2.2502575,1.7236286,1.2069453,0.62487245,0.65081203,1.9913801,3.5652506,2.71041,1.3656595,1.0564268
classical,-18.538795,121.748024,-2.610036277,6.944834339,1466.896056,0.000670943,749.7401687,22.68769231,0.060864088,7.569137,1171.477079,0.5631182,1.4096285,1.7370186,0.9287388,0.75071824,0.78127843,0.411154,0.66688883,1.3966366,1.3760692,0.79022336,0.4749819,0.34271178,0.2301977,0.21467082,0.54884076,1.1903234,0.9614761,0.72040045,0.62125313
classical,-8.594525,81.79369,-1.670470426,6.475157595,1539.443168,0.001891984,2523.065228,20.39480498,0.071745622,24.106129,1340.867552,0.5657069,1.358542,1.6659069,1.0054064,0.87112474,2.088966,5.1606145,4.98179,2.3816504,2.9347067,2.5566232,1.4551128,2.0266924,2.187819,2.1488414,1.7890382,1.2119734,1.2111622,2.5414195,4.3065343
classical,-28.83243,140.02147,-2.637319356,7.344084262,1009.921907,0.000280505,1236.460505,20.78782488,0.048334935,7.559715,812.1207959,0.058470376,0.050827034,0.07333075,0.107513934,0.11567597,0.1886941,0.20666263,0.1695059,0.16052301,0.14405434,0.26085573,0.58113116,0.86364776,0.85619813,0.657399,0.35427418,0.42375454,0.46543205,0.761405,1.8336836
classical,-30.154657,158.76768,-2.604963251,6.545344982,1031.245702,0.000413798,1038.673121,19.82219163,0.041281857,3.3332007,715.8536806,0.060580887,0.061345436,0.0667611,0.05846023,0.064131394,0.07717522,0.0690575,0.09204838,0.12772942,0.20259233,0.22787108,0.23207453,0.31892797,0.32144278,0.31270742,0.31436434,0.22930367,0.36467537,0.8455413,1.0070665
classical,-25.432783,130.09526,-2.337628497,6.381478584,900.4092981,0.00015336,1159.412273,20.25284944,0.052088243,9.098337,790.5070053,0.05705835,0.07120124,0.09887246,0.12786426,0.17569432,0.22212574,0.16700834,0.13978952,0.1674514,0.22320601,0.3249949,0.49221063,0.47375473,0.54773337,0.6993665,0.46609515,0.32838678,0.5289093,0.7150881,1.1164806
classical,-24.1904,159.54865,-2.831327666,7.638945905,1617.496677,0.001356334,1910.809482,16.90259171,0.031533603,2.1772628,973.5355867,0.21385635,0.47938517,0.49756604,0.31494468,0.22959077,0.6066053,1.2309941,1.1628191,0.6279768,0.38336796,0.38281217,0.6212577,0.9165683,0.57811785,0.26889667,0.21270142,0.16952938,0.4559608,0.8281258,0.5652726
classical,-18.960127,112.661385,-2.300221894,6.285055917,1540.199947,0.001397715,2164.753061,20.72572971,0.060574442,7.1612954,1214.350255,0.057614148,0.14711241,0.20345213,0.18862964,0.22346324,0.45095345,1.5311784,2.4698105,1.7161398,0.7718062,0.621473,0.53602356,0.3398952,0.75696266,0.86735207,0.5551954,0.5748796,0.8054071,0.8793729,0.7657427
classical,-22.60751,84.667175,-1.425350768,5.11859645,1449.002951,0.001262196,2490.032662,22.6226418,0.087378175,16.792374,1415.41299,0.3595029,0.6982226,0.54626364,0.20029607,0.103690684,0.13731939,0.16389076,0.16351236,0.28325242,0.43045703,0.36912972,0.37362668,0.4410706,0.53507,0.52887905,0.49648786,0.5772034,0.7065355,1.272463,1.3655496
classical,-18.691015,108.5536,-1.633599354,5.332162941,998.0067849,0.000147398,1401.381859,22.25404072,0.050776341,19.533459,853.076381,0.25671238,0.54883134,0.5170775,0.24096118,0.09518945,0.28883383,0.62892723,0.6672369,0.7813018,0.70011175,0.60329527,0.6639278,0.8884944,1.0573314,0.81787866,1.1267514,2.3424757,1.7615635,0.86493284,0.91913784
classical,-22.805164,113.69445,-2.084113899,6.200225309,1152.726676,0.000474534,1734.147286,21.24370012,0.057944597,8.936483,1002.684959,0.20817757,0.35805348,0.31946737,0.14395994,0.089560464,0.18022272,0.30243492,0.41108102,0.503259,0.54866356,0.3976872,0.2967307,0.43317348,0.7828829,1.16791,0.87362826,0.6190764,0.7921012,1.4279963,1.4989443
classical,-14.359347,83.60133,-1.485672151,6.017261167,1588.21785,0.00620776,2733.184659,19.0586832,0.091589554,12.555405,1525.791709,0.2584465,0.50276965,0.4526634,0.37167814,0.77941227,1.1225961,1.3734645,1.616859,1.498298,1.0328535,1.4176675,2.2653124,2.0813556,1.7929264,1.792758,1.5445935,2.2337322,2.389108,2.1639569,1.8840472
classical,-14.9550295,92.85226,-1.675726971,5.817489239,1495.051182,0.003813864,2496.302771,19.50060924,0.076834623,10.797387,1356.290697,0.11074334,0.21900494,0.25100693,0.16176693,0.13987161,0.39154598,1.1609116,2.0205317,1.7916627,1.9992657,2.4519112,1.7392329,0.7344184,0.43244377,0.77927685,1.0741391,1.4631939,1.5372076,2.1702955,2.7568088
classical,-21.655529,121.62018,-2.015408012,6.04777959,1109.262449,0.000354486,1457.712918,21.14365143,0.051044839,9.185294,877.3225403,0.19330446,0.35022008,0.35224172,0.18169934,0.09379441,0.098897316,0.23611712,0.39712268,0.4460256,0.622717,0.70076483,0.644995,0.5670043,0.9506637,1.0899923,0.67822284,0.57033426,0.9986865,1.7474083,1.4256617
classical,-17.361637,95.581795,-1.861696678,5.997614991,1456.785019,0.002404125,2350.275012,19.46057217,0.07056627,10.991133,1304.142796,0.17758296,0.33194357,0.2999875,0.14338581,0.13779584,0.36345807,0.9987609,1.3190156,0.96138734,1.7295533,2.258694,1.2176592,0.8070586,0.936749,1.8192612,1.7649767,0.898515,0.7065507,1.0567735,1.522948
classical,-15.401789,90.64946,-2.539403586,6.346245093,1884.66319,0.001524951,4296.615112,24.39279809,0.166652694,13.293795,2423.332335,1.1659032,1.7041649,3.2892616,2.0982404,1.3165258,1.3980181,1.3041661,1.5917099,1.6372339,0.9436679,0.5522964,0.50495446,0.42989188,0.2873868,0.5691901,1.1841717,0.88192534,0.25843862,0.13286005,0.10095138
classical,-17.252455,95.11774,-2.605589824,6.405432691,1883.46736,0.001336158,4066.894305,25.97768789,0.151964605,9.486974,2172.338215,1.1590601,1.4434252,2.9252648,1.8301225,0.8985921,0.94936234,0.735778,0.7006327,0.50112504,0.48588577,0.39371765,0.27051124,0.20003526,0.12946461,0.10688024,0.07964897,0.0757797,0.07736025,0.14811477,0.39110228
classical,-9.98532,78.37595,-2.448078564,6.963916267,1911.831074,0.001769968,4065.970026,25.76916076,0.152405304,18.107841,2192.506905,1.159903,1.616716,3.0537136,1.9703093,1.917499,2.2475295,1.732042,1.4257073,1.1699042,0.9926927,0.92579746,0.6399067,0.911354,1.2385083,1.9373945,5.0098643,4.9707336,3.2519608,2.5603356,2.298632
classical,-11.054369,92.55859,-2.552357516,7.14397331,1439.048631,0.000356615,3073.294358,25.32382415,0.130968134,45.63452,1807.928082,1.1937114,1.111498,1.3595614,1.6352391,1.516689,2.6950192,4.4775453,3.783398,2.2118466,0.87254596,1.0003912,2.646036,2.751502,1.2271193,2.0651999,5.763206,4.62978,1.1968722,0.81111974,0.6029218
classical,-9.92739,69.03344,-1.536597213,4.566713374,1551.132227,0.000799639,2732.027228,23.79497631,0.10824965,36.974873,1623.758025,1.1729779,0.7363508,0.534674,0.43957624,0.5645004,1.3026474,2.2634482,2.2303438,2.27222,2.725178,2.1733067,1.8239442,2.7291868,2.5026248,2.8919966,7.760323,11.753282,8.212189,4.17692,2.9310472
classical,-16.235601,116.46869,-2.833076602,8.848718521,1696.698162,0.001234909,2926.209091,21.65576325,0.070118774,5.918165,1423.564927,1.3140819,0.8459258,0.98172796,0.9261854,0.9754034,1.0740736,2.0279515,2.3558567,1.9966991,2.2720985,1.3675816,0.5857677,0.5227401,1.0549487,1.268431,0.6045996,0.42073876,0.8557497,1.0116757,0.5529666
classical,-20.043884,121.92247,-3.006100486,8.347851792,1781.077058,0.000945278,3426.860227,24.09434072,0.124354245,5.6003075,1800.875812,1.308388,0.98921835,1.2545,0.8957512,1.0632905,1.7745799,1.5972673,0.7687776,0.84444577,0.91477346,0.9239109,0.8701153,0.5978642,0.3926779,0.24074827,0.34190327,0.58451986,0.5226269,0.25711322,0.14716023
classical,-7.879074,70.173004,-1.72876932,5.746740746,1740.438958,0.002473994,3574.58666,22.345888,0.117571932,22.961485,1933.750348,1.4492081,0.9886065,1.2588428,1.1518424,1.4402615,2.6332324,10.169089,13.1269045,5.3745165,2.6202738,2.0813508,1.1900538,1.2607493,4.3738256,5.27995,2.4366052,1.2206562,1.1415894,1.0149091,1.1575143
classical,-11.735262,85.839264,-2.158941962,5.639876836,1671.199758,0.000858395,2782.104832,23.31022209,0.085909933,16.403223,1494.465747,1.1699897,0.70291626,0.652714,0.7677504,0.8372341,1.0753407,1.7114943,1.8920511,1.7038959,2.510983,2.643753,1.5295222,0.869798,1.0151911,0.95482415,1.0054879,1.3826575,1.1898813,1.2248642,2.085107
classical,-14.427899,88.20223,-2.566472553,7.85881779,1865.996047,0.002210991,3779.909832,23.25082164,0.123422621,10.911922,1952.607933,1.1445196,1.0668656,1.7401447,1.3845453,1.5897877,1.5864133,1.3868568,1.1846933,1.3487415,1.1482761,0.6316251,0.60786754,0.5751716,0.43110532,0.5348174,1.6545559,4.12672,4.006082,1.1819303,0.40633106
classical,-14.594171,111.78242,-2.506723704,6.062400412,1868.967418,0.001323821,3325.672491,22.91208525,0.080685361,3.9180934,1525.076042,1.11397,1.370558,2.532767,1.5842236,1.3207233,1.7388633,1.7927984,1.6277293,0.8228134,0.7153271,1.0124148,0.9225772,0.453557,0.5939909,1.0197564,0.790649,0.36029425,0.21952134,0.22393242,0.19526161
country,9.055725,24.837069,0.648683321,4.858835101,2847.541181,0.029614514,6221.384345,19.809182,0.107204861,115.263176,2798.065627,1.5210361,1.0767856,1.8126895,8.686224,29.01353,38.385838,44.53015,58.65038,63.738373,52.023895,23.8342,10.146285,8.134079,11.725219,11.788691,8.976121,7.214467,12.1585245,12.080698,11.7435255
country,10.385533,19.618963,1.271761329,2.63602274,2839.646686,0.044214204,6279.551665,18.45623785,0.126988245,98.94177,2938.131305,1.6332258,1.1229622,1.4257988,5.7383227,17.534243,28.941061,31.16042,40.671154,65.37934,58.69941,30.033112,26.773878,27.95517,19.468174,12.324988,12.18838,14.205376,16.17436,14.004716,8.881512
country,2.8087409,44.635067,-1.637865026,5.461990034,2618.613432,0.016193606,5190.09461,18.86551503,0.074162381,68.41246,2308.811438,1.6760999,1.639112,3.41148,4.4267077,5.6542134,9.49006,13.580022,20.922539,22.49347,18.849386,24.93733,17.576513,6.186925,6.6286097,9.179495,12.541132,10.619631,8.000645,7.8578334,11.269739
country,7.4234276,36.816227,0.55954138,3.753407679,2281.058761,0.019756043,4348.073708,20.60552025,0.102564384,79.64735,2174.160494,1.7025766,1.0850455,1.117288,3.983437,21.119884,32.75783,32.254288,30.907269,20.554007,25.213013,25.19627,15.078455,11.07931,21.651531,31.139893,19.72319,11.198903,10.82281,21.80636,21.338507
country,9.527823,21.32023,0.920286895,2.736921353,2848.123495,0.043553274,6349.419939,18.68112385,0.124161003,87.28948,2966.157159,1.6460694,1.063848,1.5680923,5.286919,15.627632,37.36248,37.94901,31.035982,38.033867,36.222137,39.80579,35.70959,21.405226,10.531988,8.162886,17.862404,20.50172,12.618962,9.783665,8.397977
country,8.234063,23.215813,0.411956297,4.149373387,2737.07997,0.047706723,6177.674361,18.475529,0.136372494,82.883835,2926.532917,1.5577526,1.1558913,1.9346751,8.020341,24.544687,41.261852,51.72195,45.403854,33.02468,27.233358,17.357086,15.92203,17.431198,12.921851,9.897669,8.383903,7.8182516,9.569898,10.085982,6.690255
country,8.513896,24.893713,1.135994338,3.632428861,2778.308825,0.041096658,6023.044503,18.93071711,0.128308133,85.68106,2807.912512,1.6968693,1.2578402,2.292695,7.205334,11.946123,18.08506,27.958208,49.282887,53.843655,32.06713,24.21261,23.502882,15.7528105,15.230584,19.804052,23.460194,26.247797,17.519838,12.68542,8.816022
country,9.751823,22.645195,0.721008219,4.670321457,2878.966165,0.03349182,6400.052966,19.47225445,0.112935825,114.93288,2898.787368,1.608526,1.0739043,1.4010472,3.7316725,20.248795,45.777107,57.69403,59.99385,45.179157,41.310234,44.784084,25.28602,13.29551,12.664028,12.586764,12.832137,11.477457,9.511151,7.229443,15.232753
country,10.307653,25.555073,1.320332873,3.552822218,2574.313232,0.020560091,5480.083979,20.41931727,0.104562587,127.51725,2505.851671,1.5268203,1.1543638,2.1581364,8.715451,24.056887,54.737038,58.718105,59.85543,66.46491,37.12723,30.199293,30.901388,22.13678,16.364931,13.866117,20.261673,20.630184,12.238224,9.629563,7.0878725
country,10.303729,18.46033,1.517210286,2.802832488,2948.014285,0.06701757,6926.771206,18.09369978,0.156872785,84.78303,3191.259611,1.7962904,1.2759002,2.016657,9.461276,29.807642,41.26448,35.742527,35.366917,40.461403,51.553818,40.253353,22.420156,17.060684,17.432934,19.340055,13.8867655,12.910679,13.37327,19.703697,20.327293
country,-6.6879635,67.25361,-1.915551542,6.773439902,2127.242652,0.012427693,3769.368055,19.59742411,0.076540069,31.897734,1861.454609,0.2427015,0.23188615,0.29510537,0.5443942,0.90446323,4.441825,9.189888,7.9574313,5.3681173,5.4137263,3.4042704,2.9901114,4.853103,4.8177147,4.876105,5.896585,5.579611,4.5703516,5.966544,4.934711
country,-6.2549696,63.635395,-2.903830713,10.27928365,2798.504823,0.027922327,6047.924012,21.38676909,0.110162745,36.053635,2839.258429,0.3828743,0.33489734,0.18060479,0.3094887,0.83248085,1.9832171,10.347952,14.934054,10.2741995,9.410249,8.076064,5.129318,3.0151055,4.2466116,4.616505,1.9949645,1.7240813,2.3929815,3.7114038,3.155487
country,-2.1475286,56.00594,-0.460749502,4.644737235,2052.75437,0.011792272,3439.733519,19.30698368,0.064053588,53.375072,1667.51696,0.28716594,0.28288722,0.5261949,0.8924667,1.4038492,5.2511463,11.534955,12.123802,12.430539,11.985298,6.5632477,5.361508,7.250259,7.177041,7.3796124,9.433722,10.343762,12.197715,18.684805,12.395295
country,-1.3318805,45.073208,-1.726805944,6.398760859,2841.756273,0.043334875,6061.513411,18.68348437,0.129522172,28.151693,2811.872178,0.24153407,0.29273787,0.7040025,2.6796486,6.072343,6.947505,5.270707,6.418001,9.615881,9.190836,8.818715,6.082751,3.9820945,5.7794847,5.8018036,5.0666447,4.9405007,5.2636395,3.9805775,3.3603346
country,0.18059792,44.540882,-1.985762475,7.292443057,3036.459095,0.045379374,6570.358156,18.99750482,0.124783993,32.979107,2952.988581,0.30303213,0.28107068,0.53169906,1.6751289,5.1963625,9.570144,10.790169,11.252046,10.059612,9.921245,12.685842,8.831349,6.470253,11.315194,12.960842,11.523194,8.7271595,6.1175156,5.301017,6.450362
country,-1.4661487,49.713745,-0.493008157,6.168470474,2146.92352,0.016916636,4208.192419,18.7365138,0.094236393,37.367065,1958.986423,0.15509403,0.16367748,0.16794823,0.29651076,1.6307993,4.3927135,6.3403745,11.697348,13.730976,10.790715,8.207365,7.703148,10.097859,7.723642,6.0370936,6.2952704,7.581312,7.512147,8.141592,15.332034
country,-7.906608,75.07085,-1.181432053,4.724095324,1648.467921,0.003880873,2880.827824,19.59622034,0.060195297,31.526295,1426.020748,0.1705943,0.15366977,0.09870202,0.15932834,0.5616919,0.7361036,0.97336364,2.194963,4.0106206,3.5011601,5.520047,9.047327,7.6812315,4.4294343,3.0692475,4.0375667,9.911912,11.988769,8.439727,3.9440403
country,-1.641476,64.6526,-0.999897114,5.847023044,1960.209861,0.007320522,2967.843281,18.74713107,0.063870058,33.113453,1470.219043,0.22756432,0.24544351,1.9863929,3.1854932,2.885707,6.5480194,12.132209,15.039825,9.49928,6.165064,6.150464,4.9362483,3.5985117,5.634281,7.114337,9.047836,9.062327,8.082059,8.450998,6.7111897
country,-1.0351284,50.044933,-1.021269988,4.99880301,2370.158072,0.015200381,4098.677845,19.822089,0.095589079,34.16125,2068.869797,0.5984328,0.53713393,0.4386491,1.0651213,2.4233649,6.579712,10.617011,10.362695,10.747931,9.35749,6.9002137,7.61124,10.38379,8.012157,4.215754,8.599526,16.600178,12.538609,10.642777,9.001496
country,-7.212454,88.30819,-1.53256594,5.438858714,1462.554837,0.001378688,2118.19771,20.37824402,0.050944766,36.72187,1138.970375,0.19567128,0.17830549,0.3834603,0.5682003,0.4678298,2.1995127,5.966027,6.7725544,8.2149935,10.555181,6.868791,3.9505994,5.8491836,5.9695463,4.527526,5.0842085,7.2259455,6.8564014,8.3094225,8.108395
country,1.1573251,57.781754,-2.508107432,9.958611894,2532.420341,0.021663161,5212.450719,19.98759112,0.086804549,43.46985,2407.953176,0.9189859,0.7997216,0.44640788,0.87277657,3.3391027,13.993419,18.692535,16.892817,22.628605,15.774519,12.850828,15.147617,8.003541,4.8769746,6.1971846,8.417584,9.156081,7.326474,6.4063034,5.887983
country,-3.8944438,77.75418,-0.824173489,4.253029342,1393.807904,0.001144621,1947.63076,20.30250973,0.045649199,46.870136,1044.720086,0.24338299,0.20902513,0.12714693,0.29270944,1.637687,5.513039,8.281723,7.2300596,7.5132594,10.904838,12.847633,10.288548,7.732375,7.240854,7.082197,11.293173,15.61488,13.773316,13.195696,11.711838
country,-5.064565,66.93029,-1.716690212,5.769221658,2142.376266,0.006851944,3449.967202,19.82979154,0.068057267,30.554234,1719.471452,0.247534,0.20632853,0.1776519,0.7338067,1.6046869,2.145276,2.9516544,3.4005783,4.4109597,8.149075,7.6353583,5.432497,4.4368005,5.49187,9.512297,10.242752,6.8412786,8.174487,8.262663,9.368545
country,-13.375422,105.94853,-2.790280987,8.0562621,2331.917062,0.00586232,3053.293293,20.37569536,0.035463644,20.296654,1495.558056,0.16095665,0.18583475,0.14333178,0.116790615,0.17054555,0.71024626,1.5008088,4.5361004,8.465412,5.5647564,3.3530986,4.7357197,4.058712,2.969437,2.5573938,3.750548,6.6198096,5.219194,2.3726707,2.6560547
